pwsid,Name,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon
CA2701658,ARROYO CENTER WC,130,60,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701659,CHAMISAL WA,396,20,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,1,0,1
CA2701670,PSMCSD - LANGLEY/VALLE PACIFICO WS,81,32,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701676,SAN LUCAS COUNTY WATER DISTRICT,315,94,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,2,1,1,1
CA2701681,EXXON STATION WS,25,1,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,2,0,1
CA2701683,MOSS LANDING MWC,260,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701687,VALLEY OAKS MHP WS,108,46,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,2,0,1
CA2701701,BRADLEY-LOCKWOOD RD WS,25,16,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701705,TASSAJARA SPRINGS WS,150,70,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701726,SPENCE RD WS #05,25,5,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,3,0,1,0
CA2701731,BRANDON CREEK MWS,41,26,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701740,BLUFFS WS,120,44,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701742,CALIFORNIA ORCHARD WS,150,50,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701789,HOLLY HILLS MWC,108,27,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701800,TULARCITOS MWC,90,46,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701820,CORDA RD WS,54,19,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,3,0,1,0
CA2701822,ROBLEY PROPERTY MWS,92,33,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,1,0,1
CA2701825,GLEN OAKS WS #01,59,7,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701837,MERIDIAN RD WS #09,37,5,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,1,0,1,0
CA2701876,MUSHROOM FARMS WS,25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701888,CACHAGUA MUTUAL WS (#4),55,24,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,2,0,1
CA2701897,BERRY DR WS #02,40,19,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701898,CLEAR RIDGE WA,123,41,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701904,SAN JERARDO COOP WS,249,66,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701906,LAKE SAN ANTONIO MHP WS,84,30,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701918,LOMAS DEL SOL MWS,93,32,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701926,MORO RD WS #09,210,65,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,5,0,1,0
CA2701931,MATSUI NURSERY WS,165,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701935,MOUNT TORO RANCHOS MWA,45,15,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701940,MONTEREY MUSHROOMS WS,554,18,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701942,VIERRA CANYON WS #29,36,2,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,3,0,1
CA2701945,BIG SUR CAMPGROUND WS,209,2,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701946,MISIONERO VEGETABLES WS,61,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701951,MASSA ESTATE VINEYARDS WS (PREV HELLER),30,5,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701956,PIONEER PLACE MWS,64,22,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2701959,TIERRA VISTA MWC,54,18,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702003,VIERRA MEADOWS MWC,65,25,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,1,0,1,0
CA2702004,CAL AM WATER COMPANY - RALPH LANE,96,28,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702007,PSMCSD - VIERRA ESTATES WS,164,48,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,1,0,1,0
CA2702009,LAGUNA SECA RECREATION WS,1248,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,5,1,1,1
CA2702026,APRICOT LN WS,53,16,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702030,CYPRESS COMMUNITY CHURCH WS,207,4,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702050,CHURCH OF THE GOOD SHEPHERD WS,50,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702055,VIERRA KNOLLS MWC,66,22,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702073,SAN MIGUEL WS #22,93,31,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702094,PSMCSD - BLACKIE RD WS,60,21,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702110,DELANY WC,60,17,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702135,FOOTHILL WA,46,14,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702140,WOODSIDE WA,73,26,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,1,0,1
CA2702148,ASOLEADO MWC,101,36,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702163,HILLTOP MWA,50,6,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,1,0,1,0
CA2702165,ORCHARD LN WS #09,30,5,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702172,STONEPINE RESORT WS,66,7,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702180,GRAVES SCHOOL WS,56,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702198,FOOTHILL ESTATES WS,183,41,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702209,BIG SUR BAZAAR WS,119,2,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702229,MANZANITA PARK WS,309,6,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702255,ALL SAINTS CAMPGROUND WS,27,2,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702256,NORTH SHORE ESTATES  WS,60,33,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702259,LHOIST NORTH AMERICA WS,44,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,5,0,1,0
CA2702268,NEW CAMALDOLI HERMITAGE WS,44,49,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702293,ROD MCLELLAN BOTANICALS WS,69,6,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702296,CAPURRO & SON  WS,65,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702299,POST RANCH INN WS,416,92,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702315,CORRAL DE TIERRA COUNTRY CLUB WS,705,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,1,0,1
CA2702320,HITCHCOCK RD WS #01,360,13,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702323,DEETJEN'S BIG SUR INN WS,35,8,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702325,FERNWOOD WS,184,12,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,2,0,1
CA2702327,SOUTH COAST CENTER WS,30,1,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702328,VENTANA BIG SUR INN WS,193,26,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702336,MONTEREY BAY NURSERY WS,61,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702368,PRUNETREE SHOPPING CENTER WS,2000,41,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702374,COUNTRYSIDE ESTATES MWC,243,17,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702388,ROYAL OAK PLACE WS,60,20,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702405,VALLEY CREEK MHP WS,129,39,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,3,2,1,1
CA2702409,EL CAMINO WC INC,133,21,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,3,0,1,0
CA2702412,DOLE FRESH VEGETABLES WS,900,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702431,FOOTHILL RD WS #01,25,4,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702439,WOODLAND HEIGHTS MWC,57,37,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702456,MONTEREY ONE WATER (FORMERLY MRWPCA),73,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702466,SAN VICENTE MWC,69,21,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702475,FREE WILL BAPTIST CHURCH WS,80,2,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702482,ALTMAN PLANTS WS #05 -ESP 325 (PREV CS2),25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702486,BERNARDO RD WS #02,25,3,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702487,DRISCOLL STRAWBERRY WS,85,8,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702490,CENTRAL BAY HIGH SCHOOL WS,70,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702495,FOLKTALE WINERY WS,25,2,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702496,KENDALL-JACKSON WINERY WS,45,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702503,CARMEL VALLEY TENNIS CAMP WS,73,4,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702520,ARROYO SECO ESTATES MWS,70,27,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702521,SANTA LUCIA PRESERVE WS,966,199,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,1,0,1
CA2702539,SCHEID VINEYARD WS,105,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702550,GRANGE HALL WS,25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,5,0,1,0
CA2702551,LOMA VISTA INN WS,70,6,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702554,HIDDEN CANYON RANCH MWC,116,33,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702571,GARDEN COURT WS #01,25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702572,ALBA WS,40,3,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702575,TREEBONES RESORT WS,25,32,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,2,0,1
CA2702584,HITCHCOCK RD WS #02,100,4,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702588,CANADA WOODS WC,356,186,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2702607,MCCAHON FLORAL WS,29,4,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702608,THIMIO MWC,59,21,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,3,0,1,0
CA2702609,SAN SABA WINERY WS,29,1,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702613,ESTANCIA WINERY WS,70,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702615,ESPERANZA RD WS,160,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702620,HARRINGTON RD WS #07,26,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,3,0,1
CA2702641,CONUNDRUM WINERY WS,25,1,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2702679,AMERICAN LEGION #593 WS,25,2,TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,1,0,1
CA2702816,MERRILL GARDENS IRIS CANYON WS,161,4,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2703132,EMERALD VALLEY-ZABALA WS,40,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,1,0,1
CA2704520,WILLIAMS - RC FARMS WS,35,1,COMMUNITY,A ,LPA57 - MONTEREY COUNTY,non_carceral,0,0,0,0
CA2710001,ALCO WATER SERVICE,56253,9142,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710004,CAL AM WATER COMPANY - MONTEREY,92450,39044,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,7515,1945,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710006,CAL AM WATER COMPANY - AMBLER PARK,980,413,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710007,"GONZALES, CITY OF",8327,1899,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,1,0,1
CA2710008,"GREENFIELD, CITY OF",18967,3880,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710009,CWSC KING CITY,16334,2916,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710010,CWSC SALINAS,123679,24093,COMMUNITY,A ,DISTRICT 05 - MONTEREY,nonexclusive_carceral,0,0,0,0
CA2710011,"SOLEDAD, CITY OF",19455,4427,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710012,CWSC SALINAS HILLS,5293,2354,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710013,CWSC LAS LOMAS,2084,624,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710016,LITTLE BEAR WATER COMPANY,2327,703,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710017,MARINA COAST WATER DISTRICT,38377,10832,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710018,SEASIDE MUNICIPAL WATER SYSTEM,2800,792,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710019,CWSC OAK HILLS,3161,884,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710020,PSMCSD - PAJARO,6500,463,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710021,CAL AM WATER COMPANY - TORO,1065,420,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710022,CAL AM WATER COMPANY - HIDDEN HILLS,1106,460,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710023,TASCO SPRECKELS WATER COMPANY,1772,328,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,2,0,1
CA2710300,CSP-PFEIFFER BIG SUR,585,128,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710301,CSP-ANDREW MOLERA STATE RESERVE,1005,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710702,FORT HUNTER LIGGETT,2753,185,COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,0,0,0
CA2710705,CAMP ROBERTS - CALIFORNIA NATIONAL GUARD,385,343,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 05 - MONTEREY,non_carceral,0,1,0,1
CA2710850,CORRECTIONAL TRAINING FACILITY - SOLEDAD,4269,2769,COMMUNITY,A ,DISTRICT 05 - MONTEREY,exclusive_carceral,0,0,0,0
CA2710851,SALINAS VALLEY STATE PRISON,2930,2209,COMMUNITY,A ,DISTRICT 05 - MONTEREY,exclusive_carceral,0,2,0,1
CA2800023,RUTHERFORD HILL MUTUAL WATER,232,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,1,0,1
CA2800035,RIVER RANCH FARM WORKER CENTER,66,6,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,0,0,0
CA2800039,CALISTOGA FARM WORKER CENTER,65,4,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,0,0,0
CA2800040,MONDAVI FARM WORKER CENTER,66,3,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,0,0,0
CA2800516,TUCKER ACRES MUTUAL WATER CO.,200,22,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,0,0,0
CA2800521,CIRCLE OAKS WATER DISTRICT,500,190,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,1,0,1
CA2800525,LA TIERRA HEIGHTS MUTUAL,67,19,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,2,0,1
CA2800526,BERRYESSA ESTATES (LBRID),474,185,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,1,0,1,0
CA2800527,LINDA FALLS TERRACE MUTUAL,35,17,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,0,0,0
CA2800528,LINDA VISTA MUTUAL WATER CO,90,36,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,0,0,0
CA2800530,MEYERS WATER CO.,250,102,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,1,2,1,1
CA2800531,NAPA RIVER RANCH,70,14,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,7,0,1
CA2800532,VAILIMA ESTATES MUTUAL WATER,25,15,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,1,0,1
CA2800543,CAPELL VALLEY ESTATES,208,63,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,0,0,0
CA2800593,R RANCH AT THE LAKE,28,16,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,2,0,1
CA2800625,ADVENTIST HEALTH - ST. HELENA HOSPITAL,817,196,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA2801016,HESS WINERY,250,5,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,0,0,0
CA2801080,MILTON ROAD WATER COMPANY,44,24,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,0,0,0
CA2810001,HOWELL MOUNTAIN MUTUAL WATER COMPANY,1240,379,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,2,1,1,1
CA2810002,"CALISTOGA, CITY OF",5610,2229,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,1,0,1,0
CA2810003,"NAPA, CITY OF",84804,25376,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,nonexclusive_carceral,0,0,0,0
CA2810004,"ST. HELENA, CITY OF",5386,2551,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,3,2,1,1
CA2810005,"AMERICAN CANYON, CITY OF",21437,7150,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA2810007,TOWN OF YOUNTVILLE,2787,844,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA2810009,BERRYESSA PINES WATER SYSTEM,261,78,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,3,0,1
CA2810012,PACIFIC UNION COLLEGE,1958,313,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA2810013,BERRYESSA HIGHLANDS,715,256,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,1,2,1,1
CA2810014,SPANISH FLAT WATER DISTRICT,230,97,COMMUNITY,A ,LPA58 - NAPA COUNTY,non_carceral,0,3,0,1
CA2810302,CAL FIRE SONOMA-LAKE-NAPA UNIT HQ,65,7,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA2810650,U.S. BUREAU OF RECLAMATION-LK. BERRYESSA,37,18,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA2900502,FLORISTON WATER SYSTEM,110,45,COMMUNITY,A ,LPA59 - NEVADA COUNTY,non_carceral,0,1,0,1
CA2900511,SHADY LAKE WATER ASSOCIATION,90,28,COMMUNITY,A ,LPA59 - NEVADA COUNTY,non_carceral,0,0,0,0
CA2900523,WASHINGTON WATER DISTRICT,330,115,COMMUNITY,A ,LPA59 - NEVADA COUNTY,non_carceral,0,3,0,1
CA2900529,GOLD COUNTRY HOME PARK - WATER SYSTEM,60,27,COMMUNITY,A ,LPA59 - NEVADA COUNTY,non_carceral,0,0,0,0
CA2900530,ROUGH & READY VILLAGE,268,56,COMMUNITY,A ,LPA59 - NEVADA COUNTY,non_carceral,0,1,0,1
CA2900531,CREEKSIDE VILLAGE,300,131,COMMUNITY,A ,LPA59 - NEVADA COUNTY,non_carceral,0,0,0,0
CA2900541,CHRISTIAN ENCOUNTER MINISTRIES,35,16,COMMUNITY,A ,LPA59 - NEVADA COUNTY,non_carceral,0,0,0,0
CA2900546,YULICA,25,13,COMMUNITY,A ,LPA59 - NEVADA COUNTY,non_carceral,0,0,0,0
CA2900548,SIERRA ESTATES MUTUAL WATER COMPANY,100,32,COMMUNITY,A ,LPA59 - NEVADA COUNTY,non_carceral,0,1,0,1
CA2900562,ANANDA VILLAGE,222,100,COMMUNITY,A ,LPA59 - NEVADA COUNTY,non_carceral,0,0,0,0
CA2910001,CITY OF GRASS VALLEY,4947,2731,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA2910002,CITY OF NEVADA CITY,3148,1325,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,nonexclusive_carceral,0,1,0,1
CA2910003,"TRUCKEE-DONNER PUD, MAIN",36730,13657,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",17154,6162,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA2910006,NEVADA ID - LOMA RICA,14072,5014,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA2910010,TRUCKEE-DONNER PUD - HIRSCHDALE,85,25,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA2910011,PLAVADA COMMUNITY ASSOCIATION,384,273,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA2910013,WASHINGTON RIDGE C.C.,62,4,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,exclusive_carceral,0,0,0,0
CA2910014,NEVADA ID - LAKE OF PINES,6870,2482,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,310,366,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,1,0,1
CA2910023,NEVADA ID - LAKE WILDWOOD,9108,3234,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA3000519,HYNES ESTATES MUTUAL WATER CO.,168,51,COMMUNITY,A ,DISTRICT 08 - SANTA ANA,non_carceral,0,0,0,0
