pwsid,Name,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA2300740,MACCALLUM HOUSE INN,200,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300743,DOLPHIN ISLE MARINA,560,86,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,DOLPHIN ISLE MARINA,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,86,560,OTHER RESIDENTIAL AREA,0,2,0.67,0.67,0.84,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,3,1
CA2300746,HILL HOUSE L.L.C.,62,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300775,GREEN ACRES TRAILER PARK,256,85,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300785,LEGGETT VALLEY SCHOOL,100,5,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1,MENDOCINO  ,GU,GW,Not purchased,LEGGETT VALLEY SCHOOL,MENDOCINO,DISTRICT 03 - MENDOCINO,NON-TRANSIENT NON-COMMUNITY,5,100,SCHOOL,0.5,0.33,0.67,0,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,0,4
CA2300789,THE LAND,50,27,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300802,HARVEST AT MENDOSAS,45,3,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GU,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA2300804,GREEN REAL ESTATE ENTERPRISES LLC,108,5,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA2300818,MOSS COVE REST STOP (CALTRANS),400,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300819,IRVINE LODGE REST STOP (CALTRANS),300,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300820,EMPIRE REST STOP (CALTRANS),300,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300821,MENDOCINO ART CENTER,108,12,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300826,MANCHESTER UNION ELEMENTARY SCHOOL,75,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,MANCHESTER UNION ELEMENTARY SCHOOL,MENDOCINO,DISTRICT 03 - MENDOCINO,NON-TRANSIENT NON-COMMUNITY,1,75,SCHOOL,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA2300829,ROUND VALLEY HIGH SCHOOL,186,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,ROUND VALLEY HIGH SCHOOL,MENDOCINO,DISTRICT 03 - MENDOCINO,NON-TRANSIENT NON-COMMUNITY,1,186,SCHOOL,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,2,2
CA2300830,ROUND VALLEY ELEMENTARY SCHOOL,289,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,ROUND VALLEY ELEMENTARY SCHOOL,MENDOCINO,DISTRICT 03 - MENDOCINO,NON-TRANSIENT NON-COMMUNITY,1,289,SCHOOL,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,2,2
CA2300832,HILLS RANCH MUTUAL WATER COMPANY,79,48,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,HILLS RANCH MUTUAL WATER COMPANY,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,48,79,RESIDENTIAL AREA,0.25,0.33,0,0,0.15,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0,0,0,0,4,0
CA2300837,YOKAYO TRIBE OF INDIANS,75,23,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,YOKAYO TRIBE OF INDIANS,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,23,75,RESIDENTIAL AREA,0,1.33,0,1,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,NA,0,NA,0,4
CA2300838,FLIGHT RIDGE,206,7,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2300839,CAMP MENDOCINO,321,30,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300842,WENTE SCOUT RESERVATION,422,6,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,4
CA2300845,POINT ARENA LIGHTHOUSE,25,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300846,MENDOCINO SCHOOL DISTRICT-ALBION SCHOOL,25,2,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,MENDOCINO SCHOOL DISTRICT-ALBION SCHOOL,MENDOCINO,DISTRICT 03 - MENDOCINO,NON-TRANSIENT NON-COMMUNITY,2,25,SCHOOL,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2300852,FETZER VINEYARDS,136,13,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2300853,U.S. ARMY CORPS-LAKE MENDO (BUSHAY SITE),2000,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300854,U.S. ARMY CORPS-LAKE MENDO (KYEN CMPGRD),1500,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300855,U.S. ARMY CORPS-LAKE MENDO (MARINA SITE),200,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300856,U.S. ARMY CORPS-LAKE MENDO (POMO SITE),300,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300858,BLACK OAK FACILITY,200,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300863,EEL RIVER CHARTER SCHOOL,75,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,EEL RIVER CHARTER SCHOOL,MENDOCINO,DISTRICT 03 - MENDOCINO,NON-TRANSIENT NON-COMMUNITY,1,75,SCHOOL,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2300871,PACIFIC REEFS WATER DISTRICT,25,17,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GU,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA2300872,DICK'S PLACE,25,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300873,CAMP NAVARRO,284,19,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GU,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300874,MONTESSORI DEL MAR LEARNING CENTER,50,3,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300877,BLACKBIRD FARM,25,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300878,TESORO 68137,508,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300879,RAY'S STATION WINERY,171,3,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2300892,COVELO MOBILE HOME PARK,30,30,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,COVELO MOBILE HOME PARK,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,30,30,MOBILE HOME PARK,0,0.33,0.33,0.17,0.21,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA2300900,LEMONS' MARKET,114,13,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300901,ANDERSON VALLEY BREWING COMPANY,152,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2300902,GOLDENEYE WINERY,43,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA2300905,NAVARRO VINEYARDS,112,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300906,I & E  LATH MILL,31,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA2300950,MENDOCINO COUNTY FAIRGROUNDS,500,10,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300952,REDWOOD DRIVE-IN,25,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300953,BOONVILLE HOTEL,25,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300954,OFFSTREET STUDIOS,25,8,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300958,PENNYROYAL FARM,37,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2300970,THE MADRONES,91,12,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2301004,PATTERSONS PUB,160,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA2310001,"FORT BRAGG, CITY OF",6919,2876,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,"FORT BRAGG, CITY OF",MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,2869,6919,RESIDENTIAL AREA,0.25,0.33,1.08,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,1,1,1,2,2
CA2310002,ROGINA WATER COMPANY INC.,2554,1005,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1,MENDOCINO  ,GW,GW,Not purchased,ROGINA WATER COMPANY INC.,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,1005,2554,RESIDENTIAL AREA,0,0.33,0,0.17,0.13,--,Not At-Risk,Non-Failing,Not At-Risk,5,Y,N,N,0,0,0,0,4,0
CA2310003,"UKIAH, CITY OF",16607,4935,COMMUNITY,A,DISTRICT 03 - MENDOCINO,nonexclusive_carceral,0,1,0,1,MENDOCINO  ,SW,SW,Not purchased,"UKIAH, CITY OF",MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,4935,16607,RESIDENTIAL AREA,0,0,0.67,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,8,N,N,N,0,NA,NA,NA,2,2
CA2310004,"WILLITS, CITY OF",6175,2399,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,"WILLITS, CITY OF",MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,2393,6175,RESIDENTIAL AREA,1.75,0.33,1.42,0.33,0.96,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA2310005,WILLOW COUNTY WATER DISTRICT,3797,1079,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,2,0,1,MENDOCINO  ,SWP,SW,Purchased,WILLOW COUNTY WATER DISTRICT,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,1079,3797,RESIDENTIAL AREA,0,0,0.33,0.33,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,6,N,N,N,0,2,1,1,2,2
CA2310006,MILLVIEW COUNTY WATER DISTRICT,5500,1715,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,MILLVIEW COUNTY WATER DISTRICT,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,1715,5500,RESIDENTIAL AREA,0,0,0.33,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,16,N/A,N,N,0,0,1,0,2,2
CA2310007,NORTH GUALALA WATER COMPANY,2593,1062,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,NORTH GUALALA WATER COMPANY,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,1060,2593,RESIDENTIAL AREA,0,0.33,0.92,0.33,0.4,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0,4,0,1,4,0
CA2310008,REDWOOD VALLEY COUNTY WATER DISTRICT,5200,1317,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,REDWOOD VALLEY COUNTY WATER DISTRICT,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,1317,5200,RESIDENTIAL AREA,0,1,1.42,0.67,0.77,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,N,Y,N,0,0,1,0,1,3
CA2310009,BROOKTRAILS TOWNSHIP CSD,3632,1554,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,BROOKTRAILS TOWNSHIP CSD,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,1554,3632,RESIDENTIAL AREA,0.25,1.33,0,0,0.4,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,3,1
CA2310010,HOPLAND PUBLIC UTILITY DISTRICT,1076,347,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,HOPLAND PUBLIC UTILITY DISTRICT,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,327,1076,RESIDENTIAL AREA,0,0.33,0,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,1,0,1,3,1
CA2310011,LAYTONVILLE COUNTY WATER DISTRICT,1152,422,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,LAYTONVILLE COUNTY WATER DISTRICT,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,419,1152,RESIDENTIAL AREA,1.75,0.33,1.42,0.83,1.08,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,3,1
CA2310012,IRISH BEACH WATER DISTRICT,254,207,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,IRISH BEACH WATER DISTRICT,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,207,254,RESIDENTIAL AREA,0,0.33,1.5,0.17,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,6,Y,N,N,0,1,1,1,1,3
CA2310013,POINT ARENA WATER WORKS,459,202,COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1,MENDOCINO  ,GW,GW,Not purchased,POINT ARENA WATER WORKS,MENDOCINO,DISTRICT 03 - MENDOCINO,COMMUNITY,202,667,OTHER AREA,0,1,1.33,0.83,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,2,2
CA2310301,CSP-MACKERRICHER STATE PARK,1416,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2310302,CSP-VAN DAMME STATE PARK,2004,32,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2310303,CSP-HENDY WOODS STATE PARK,236,54,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2310304,CSP-RUSSIAN GULCH STATE PARK,30,24,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2310308,CSP-MENDOCINO HEADLANDS-SEA ARCH,500,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2310310,CSP-STANDISH HICKEY STATE REC AREA,503,75,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2310317,CSP-PT. CABRILLO LIGHT STATION SHP,430,5,TRANSIENT NON-COMMUNITY,A,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0,MENDOCINO  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
